,name,gender,follower_count,voteup_count,comment_count,url,content
522,越甲吞吴,-1,121,0,0,https://www.zhihu.com/api/v4/answers/1860501872,<p>当然是好。</p><p>当前绝大多数国家都是基于民族主义建立的。</p><p>换句话说，没有民族主义，这个国家不是更好或者更坏，而是根本就不存在了</p><p>民族主义会造成冲动，但是既然你的题目是从对“中国”好坏出发，本身就相当于是基于民族主义出发</p>
523,乖乖的哲学家,1,5,0,0,https://www.zhihu.com/api/v4/answers/1933065052,<p>当人类还是原始人的时候，</p><p>发现很多动物都害怕“火”，</p><p>“火”可以很好的保护自己，</p><p>于是就生一堆火，把自己的族人都聚拢起来，</p><p>既可以互相温暖，也可以互相保护，</p><p>民族主义就像这团火一样，</p><p>可以聚拢人群，可以驱散野兽，可以烘烤食物，</p><p>但是这团“火”生起来不容易，</p><p>但是管理起来更难，</p><p>一不小心，</p><p>一个火星就会烧掉辛苦累积下来的财产，</p><p>甚至烧掉整个森林，</p><p>一发不可收拾。</p>
524,知乎用户,-1,8261,38,8,https://www.zhihu.com/api/v4/answers/1403509231,<p>无论哪种民族主义我都要坚决反对。</p><p>这不是我的立场，而是我的神经条件决定的。</p><p>决不能有任何民族高于他人。</p><p>既成此事实和此目的未遂都不可饶恕。</p>
525,路过吃瓜群众,1,1201,0,0,https://www.zhihu.com/api/v4/answers/1461618765,<p>民族主义有点像洋地黄，用的好了强心救命，但是经常用会让预后变差，治疗剂量窄的要命，副作用还多的一逼。</p>
526,利瑟莉亚,-1,3,1,2,https://www.zhihu.com/api/v4/answers/2028806418,"<p>看了很多人的回答，我开始还很奇怪，他们指的不都是极端民族主义吗，可他们却没标明“极端”这一词，让的民族主义看起来就像是沙文主义一样</p><p>百度对民族主义的基本定义：</p><p>民族主义（Nationalism），又称国民主义、国族主义，指以自我民族的利益为基础而进行的思想或运动，也指对本民族文化、传统、利益的认同，旨在追求民族的生存、发展、兴盛，这一观念则起源于人民主权论。</p><p>搜狗对民族主义的基本定义：</p><p>何谓“民族主义”？ 民族主义是一个民族对于自己的认同，对一个国家在国际上对于自己的定位起着很大的作用。民族主义分为两种。一种为积极的，一种为极端的。积极的民族主义，是在民族 尊严受到无视以至践踏的时候，去捍卫它。</p><p>搜狗对极端民族主义的基本定义：</p><p>只为本民族服务，认为本民族是本国，或者世界上最优秀的 民族。歧视别的民族，用暴力手段残害屠杀其它民族的人民，剥夺其它民族人民的 生存权，肆意掠夺资源</p><p>为什么你们这些高赞回答都不指出你们说的“民族主义”其实是极端民族主义？有何居心？</p><p>顺便附带一个链接：<a href=""https://link.zhihu.com/?target=http%3A//opinion.people.com.cn/n1/2020/0718/c1003-31788581.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">opinion.people.com.cn/n</span><span class=""invisible"">1/2020/0718/c1003-31788581.html</span><span class=""ellipsis""></span></a></p><p>———————————————————————</p><p>更新：</p><p>妈的我今天看了消落腾被扣0.3分的新闻了，原来是印度裁判故意找茬扣的，在比赛前扬言不要让中国大队拿到金牌，我他妈血压瞬间上来了</p><p>我真想当一次希特勒然后不讲道理的侵略印度，然后把印度政府高官以及傻x给抓起来当猪来养，天天给折磨他们，妈的太恶心人心态了</p><p>这些人简直卑劣无耻到骨子里去了</p><p>还有小鬼子也是，傻luan日本裁判，日本选手落地一只脚都踏出席了结果还打14.7分，妈的日本这奥运东道国也真的太ex了</p><p>只恨当年常校长没有借英美苏之力在抗战结束后制裁日本</p>"
527,「已注销」,0,5,0,0,https://www.zhihu.com/api/v4/answers/1405218876,<p>        前半殖民地半封建地区的人民。在追求独立与解放的道路上。都会运用到民族独立与民族解放的思想。近现代国际社会也有民族自决这一基本的政治准则。对内民族独立与解放是我们前半殖民地区的人民为全人类的独立与解放做出的贡献。</p><p>       对外，对其他地区各民族权利与文化、宗教也要尊重。</p><p>       某些鼓吹逆民族主义的人其实很容易被西方中心论，殖民主义，新殖民主义，种族歧视等等所利用。</p>
528,黑化的小白,-1,145,0,0,https://www.zhihu.com/api/v4/answers/1727074484,<p>任何事情都有度，过之则不好，太弱也不好，所以你说民族主义是好是坏，首先得定义是过渡民族主义还是指普通的民主主义，民主主义使得国家更团结，但是也会产生各种弊端，比如满目排外等等，所以过渡极端主义肯定是不好的</p>
529,华帅,1,838,0,0,https://www.zhihu.com/api/v4/answers/1415967203,<p>对内</p><p>“中华人民共和国是全国各族人民共同缔造的统一的多民族国家。平等团结互助和谐的社会主义民族关系已经确立，并将继续加强。在维护民族团结的斗争中，要反对大民族主义，主要是大汉族主义，也要反对地方民族主义。国家尽一切努力，促进全国各民族的共同繁荣。”</p><p>对外</p><p>  “主席先生： 如果中国有朝一日变了颜色，变成一个超级大国，也在世界上称王称霸，到处欺负人家，侵略人家，剥削人家，那么，世界人民就应当给中国戴上一顶社会帝国主义的帽子，就应当揭露它，反对它，并且同中国人民一道，打倒它。”</p>
530,秦月殇,1,1528,0,0,https://www.zhihu.com/api/v4/answers/1403850155,<p>是好是坏这个还真不好辨别，但我是希望民族主义的发展不要影响到一些纯粹靠“相关知识”作出理智判断的评论与回答。“立场先行”什么时候有资格能对“理中客”进行指手画脚了？还能贬其名曰：和稀泥，这种场面什么时候能少一点呢。</p>
531,空山鸟语,-1,25,0,0,https://www.zhihu.com/api/v4/answers/1893158908,<p>华夏复兴的民族主义是有积极意义的。穿汉服的民族主义，那就仁者见仁，智者见智吧。</p>
532,秦端雨,1,2374,2,0,https://www.zhihu.com/api/v4/answers/1573219585,"<p>如果你说的是中华民族主义，那么：</p><blockquote>实现中华民族伟大复兴是近代以来中华民族最伟大的梦想。中国共产党一经成立，就把实现共产主义作为党的最高理想和最终目标，义无反顾肩负起实现中华民族伟大复兴的历史使命，团结带领人民进行了艰苦卓绝的斗争，谱写了气吞山河的壮丽史诗。</blockquote><p class=""ztext-empty-paragraph""><br/></p><p>如果你说的是网络上聚集的x汉，x遗和xx，那对口嗨怪来说不存在“主义”。</p>"
533,Tensor Analysis,1,254,1,0,https://www.zhihu.com/api/v4/answers/1851735835,<p>民族主义这个词的定义需要搞清楚。</p><p>这是一个相对新兴的概念，从1860年前后才流行起来。它并不是以生物学角度的种族，而是一个想象的共同体。</p><p>民族主义之民族与汉回蒙满维之民族不完全是一个概念，它更倾向于中华民族之民族。</p><p>比如新疆人民常说民族与我们同在，这里的民族指的就是中华民族，而非某个自然民族。</p><p>对于一个可以凝聚出民族主义的国家来说，民族主义是好的，只要避开狭隘民族主义(即把某种族单列出来)和极端民族主义(仇视所有其他民族)，那么民族主义所提供的身份凝聚力是很强大的也很有益处的。</p><p>对于一个无法凝聚出民族主义的国家来说，民族主义是坏的，邪恶的，毫无益处的，值得谴责的，不应允许出现的。</p>
534,乖吾,1,206,0,0,https://www.zhihu.com/api/v4/answers/1860880693,<p>民族主义好不好，我觉得要辩证的看。</p><p>第一，我们要先定一个前提，就是一个统一的国家是好事。在这样的条件下，如果一个国家只有一个民族主义，其实算是一件不错的事情，因为民族主义分的越多越细，造成的矛盾，内斗就越严重，这会严重的拖累一个国家的发展。</p><p>第二，要看外部压力，和民族主义情绪之间力量对比。对抗外部压力，民族主义算是一个比较好的保护自己的措施，就拿中国目前的境地来说，国外都有意无意的针对中国，那这个时候，如果我们的民族主义意识不强烈一点，还会分出一部分人羡慕外国，觉得外国事情做的对，甚至和本国的人起了矛盾和摩擦，这不就相当于内斗了么，只会白白消耗掉自己人的有生力量。</p><p>第三要看民族主义是温和的保护型的，还是对外侵略型的，这很大程度上取决于本国的民族主义具体有多强烈，如果过于强烈，基本上就是把外国人和本国人当成两个物种了。这种情况下，强烈的民族主义就会转化成种族主义和军国主义，开始对外侵略扩张。要不然侵略失败，民族主义被挫败到底，很难再缓过来，要不然就达成某个目标，但是达成某个目标很有可能会强化民族主义，使得对外侵略扩展根本停不下来，最终，要不然是普天之下皆为王土，更有可能的是，碰上个硬茬子，结果导向侵略失败。</p>
535,90岁含泪守塔,1,55,5,3,https://www.zhihu.com/api/v4/answers/1407822498,<p>民族主义怎么了？外国人的国际主义就一定好？</p><p>屈原写楚辞的时候欧洲人怕是连诗歌是什么都不知道</p><p>陶渊明独爱菊的时候日本那弹丸之地才刚完成统一不久，刚进入封建社会呢，秦始皇笑了</p><p>诗仙李白在宫宴上给杨贵妃写诗的时候你们还在烧女巫呢，直到明代才文艺复兴，几个吟游诗人唱歌时都不敢太大声，你们敢发展文学么？我们14世纪前就有唐诗宋词元曲，你们文艺复兴之前有啥？宗教吗？这我们也有啊？你们的神曲论用词之美配和滕王阁序比？哦忘了你们的文字或许没有意境可言。就神曲那押韵水平，笑死。论批判性反映社会现实比得上杜甫一行绝句？就你还玩隐喻？几百年前早有人玩烂了，不是吧啊sir，现在才开始玩？14世纪的作品连8世纪诗歌都比不上，可笑可笑</p><p>文艺复兴那段时间有人写长篇小说么？四大名著扔你头上，兰陵笑笑生也不是吃素的，真是把曹雪芹看乐了</p><p><b>不是我要看不起你，是你先来挑衅的，真是不自量力</b></p><p>（之前还有人在知乎提问，我看完都惊了，冰与火之歌这种十八流的作品都配和三国演义比？我们是不是太不自信了？？？？？各位问问自己，它配吗？？它连和三国演义一起谈论的资格都没有）</p><p>就这就这就这？所谓先进的外国人不就是吃了工业革命红利的爆发户么？怎么，我大中华堂堂五千年文明古国，经历了多少战乱和挫折，还不如你们这些暴发户？工业革命之前看看你们是什么样，褴褛的衣衫，贫瘠的土地，有资格来看不起我？</p><p>我为我是中华民族的一员而骄傲，怎么了？五千年的沉淀让我们选择了民族主义，难道还比不上两百年的暴发户主义？</p><p>民族主义有利于民族复兴，有利于团结56个民族，怎么就对中国发展不利了？高中政治没背过？领导人告诉你要做的事情难道不比外国人嘴上说的可信？更何况还是曾经伤害过我们的国家，反正他们嘴上的话，我是一句不信</p>
536,南乡子,1,881,0,0,https://www.zhihu.com/api/v4/answers/1404006979,<p>你不能讨论一个没有的东西，民族主义背后需要自洽的理论，有力的组织，足够的三次元力量。而这些目前都是被垄断的，而且只有加强的趋势。</p><p>至于其他的大X民族主义，你不能在以民族作为政治身份的国家里面抱怨这种情况的出现，因为事实会不断滋养这种声音。</p>
537,痴人说梦,-1,1892,0,0,https://www.zhihu.com/api/v4/answers/1715531525,<p>这是以后的出路。</p>
538,碧游虾,1,37,0,0,https://www.zhihu.com/api/v4/answers/1900753554,<p>民族主义对当今中国发展是好！我的结论明面上受到《乌合之众》书籍，卢旺达大屠杀，孤星共和国的始末影响。书里面说，一个群体也是需要灵魂的存在，受传统、文化、教育等因素影响，存在共性和有序进步。卢旺达大屠杀中的胡图族和图西族，不到千万人口的国家，造成一百万伤亡，两百万人流亡，而分辨两族最有力的居然是身份证的民族（他们本身应该是一族就像目前只这样）。墨西哥与美利坚边界属于墨西哥的德州来了一批又一批的美国人，他们不讲西班牙语不信天主教并且建立自己的国家，孤星共和国并在立国十年后加入美利坚。</p><p>我们每个人的个体，绝大多数都是寂寂无名，但我们这个群体在这片土地已经繁衍了数千年，有过血腥的民族融合，有血肉肥沃的土地，有艰苦奋斗的开拓，也有悠久的历史与传统。我们需要民族作为我们灵魂的一部分强化认同，团结一致；要不然会有一批人在我们生息的土地作恶，我们甚至会在有心人士的煽动下同室操戈。在我过往的生涯，对于很多事情有过不同的理解和认知，在我翻看自己过往的言行时，我自己会觉得不可思议。现在有很多有心人士的言论在我们身边传播，包括我在内不是所有的人都有能力分辨。无论是对于个人还是国家，因为错误的言论指导会做出很多错误的言行，很多错误是难以挽回的，即使有机会也需要很漫长的时间和沉重的代价去恢复，这些本该避免。而更多不可挽回的事就像苏联解体，卢旺达的屠杀等！</p>
539,小小羊,-1,947,0,0,https://www.zhihu.com/api/v4/answers/1409445711,<p>为中华之崛起而读书，为中华之崛起努力工作———大大的有利于中国发展。</p><p>砸日系车，砸苹果手机，把一切批评者都扣上恨国的帽子———大大的不利于中国的发展。</p><p>你说的是那种民族主义？</p>
540,简单的用户名,1,790,1,2,https://www.zhihu.com/api/v4/answers/2027969221,<p>中国的民族主义实际上分很多种不同的派系。</p><p>国家比较鼓励的其实是，我个人平时讨论的时候称其为“大中华民族主义”，即将中国境内所有的民族和文化整合为一个大的文化和民族集合，也就是中华民族，所以说要完成中华民族的伟大复兴。这是官方鼓励的民族主义，是属于温和以及正向的。这也是我个人比较偏向的，即是跟党走，也和我自己经历有关。</p><p>网上还有一种比较多的nt，我一般叫这种人叫做“大汉族主义”。顾名思义，歧视除了汉族意外的所有人，这种人80%都没受过高等教育，并且生活中对于少数民族的印象基本上来源于营销号，历史和政治知识都不怎么过关。这种论调的人还不少，民族和历史问题下面经常有这种人。这些人思想非常极端，认为除了汉族其他民族的文化都是落后的，历史都是没有价值的的，人民都是肮脏。基本上和nazi没有什么很大的区别。我一般不和这类人争执，因为我比较珍惜我的好心情。</p><p>还有一种，我一般叫他们“排外民族主义”。基本上保留着当年大清的思想，觉得自己是天朝上国，历史悠久，喜欢依靠贬低外国来凸现自己的民族优越感。这一类人的思想基本上可以和晚清那一些人差不多，不做赘述。</p><p>当然，还有一种我称之为“逆向民族主义”，简而言之中国的都是不好的，一般会夸赞其他民族，尤其以欧美日发达国家为主。有很多人是收钱干事，但也确实因为一些营销号的原因这样的人数量并不少。</p><p>至于说民族主义好不好的，那要看你说的是哪种。想国内我们自己强调的“大中华民族主义”实际上就是爱国主义的索引，爱国的同时爱这个国家里的人，也就是这个国家的所有民族，也就是中华民族。剩下的大部分都属于极端民族主义，有百害而无一利，不是学nazi就是学汪精卫，这两个有什么好下场吗？</p>
541,frederish,-1,8,0,0,https://www.zhihu.com/api/v4/answers/2025944491,<p>不能绝对的分好坏，要看谁在用这个主义，用它来为国人谋福利，还在在干其他的。不能一概而论</p>
542,妮可妮可妮,-1,30,0,0,https://www.zhihu.com/api/v4/answers/1405581072,"<p>民族主义的中国，历来都是最强悍的。</p><p>如犯我强汉者虽远必诛。大汉</p><p>夷狄,禽兽也,<i>畏威而不怀德的。大唐</i></p><p><i>当然也有讲文明，讲和谐的，比如和蛮夷结成兄弟之邦的北宋，认别人当爸爸的，南宋。</i></p>"
543,无是生非,1,172,0,0,https://www.zhihu.com/api/v4/answers/1490910985,<p>民族主义也分等级，我国的民族主义很明显和印度的不是一个概念，更别说和历史上种族主义著称的某些国家了。</p><p>目前这个程度的民族主义，其好处远远大于危害。</p>
544,擎天,1,42,0,0,https://www.zhihu.com/api/v4/answers/1407173369,<p>没有民族主义中国早就亡于日本了。</p>
545,帝国瞭望,-1,1682,0,0,https://www.zhihu.com/api/v4/answers/1408984659,<p>官方是不提倡民族主义的，弊大于利。</p><p>中华民族概念不是民族主义，更趋近国家概念。</p>
546,未来已来,-1,6,0,0,https://www.zhihu.com/api/v4/answers/1568567279,"<a class=""video-box"" href=""https://link.zhihu.com/?target=https%3A//www.zhihu.com/video/1309586207744622592"" target=""_blank"" data-video-id="""" data-video-playable="""" data-name="""" data-poster=""https://pic4.zhimg.com/v2-9e0d950eec6327c3153d2f806c67b07a.jpeg"" data-lens-id=""1309586207744622592""><img class=""thumbnail"" src=""https://pic4.zhimg.com/v2-9e0d950eec6327c3153d2f806c67b07a.jpeg""/><span class=""content""><span class=""title""><span class=""z-ico-extern-gray""></span><span class=""z-ico-extern-blue""></span></span><span class=""url""><span class=""z-ico-video""></span>https://www.zhihu.com/video/1309586207744622592</span></span></a>"
547,你龙哥哥,1,676,0,0,https://www.zhihu.com/api/v4/answers/1658068082,<p>好！崇媚洋外的人太多了！</p>
548,Kause,-1,918,0,0,https://www.zhihu.com/api/v4/answers/1415645670,<p>想想你生活中的主要诉求在哪里？</p><p>社会上的主要矛盾在哪里？</p><p>然后想想你还有什么闲心不干正事去想这个问题？</p>
549,知乎用户,-1,5023,0,0,https://www.zhihu.com/api/v4/answers/1503422447,<p>狭义的民族主义，封闭的民族主义，对中国发展是坏的；广义的民族主义，开放的民族主义，对中国发展是好的。</p><p>广义又开放的民族主义，主要是文化民族主义，只要认同中国文化，认同中国意识形态，无论什么民族，什么种族，都应该算是中国人。</p><p>而那些不认同中国文化，反对中国意识形态的血缘中国人，已经算不上真正的中国人了，而是精神外国人。</p><p>血缘并不重要，民族种族也不重要，重要的是文化认同，精神认同，意识形态认同。</p><p>正所谓，夷狄入中国，则中国之，中国入夷狄，则夷狄之。</p><p>将思想装入别人的脑袋，意识形态的成为主流，才是一个国家，一种文明真正的兴起。</p>
550,量体裁衣,-1,22,0,0,https://www.zhihu.com/api/v4/answers/1411379456,<p>民族主义是一个近代的话题。我觉得还是挺有用，理性就可以了，美国那么烂的民族，他们的民族主义不是照样盛行，他们这个国家这几年为了国内企业的利益，果断限制我们的企业去他们国家开拓市场，限制了他们国家的企业发展，企业倒闭，他们的员工赚不到钱出来闹，一切都是为了利益，我们其实也很惨，只不过是我们扛得住，有积蓄，压力也大啊，但是那些拖家带口的就不行了，其实我一直建议，外资退出了，倒闭了，国内的企业反而竞争压力变小了，别说国内的大企业，很多大企业也是引用外资把国内的企业打得很惨，他在香港，美国上市，利用国际资本打掉了很多国内的中小企业，倒闭的不在少数，大量的人失业，形成了一家独大的局面，很多的企业，利用外资是不是好事儿，也是，也不是，好的地方，暂时饮鸩止渴，解决了一些就业问题，但是这些都一小部分，真的大头的钱，都被大股东，股市里的人拿走了，他一家赚的钱顶的住几千家，上万家企业的利润总和，这些企业带动的就业有多少人，他们这帮跨国公司，利用资本优势，拉高了运营成本，挤垮了国内企业，使其不在一个水平线竞争，然后一旦撤走，一地鸡毛，你会说，国内的企业赚钱，他也会移民，平均之后他赚的哪点小钱，移民的底气何在，大部分人不会移民，还在国内消费，所以这几年美国为什么使劲儿打压巨头，不一定是中国的，参与国际竞争就一定好么，不公平的，不在一个水平线的竞争那是屠杀。发展生产力永远是第一位的，和平时期绝对不能松懈的，并不是利用谁干啥，然后那些地方必须要有人去做，那些可以自生自灭，那些是要牵制的，地区发展不平衡有很多因素，工资不高，企业没效益，原因是多方面，在运营，战略，人员上存在诸多的差距，技术，成本是一个大头，我们的目标很明确，就是要保护自己的发展，因为他们发展起来，一潭死水才能搅活，否则怎么玩都不行。</p>
551,铎敏,-1,22,0,0,https://www.zhihu.com/api/v4/answers/1925231967,<p>笑了出来，民族主义可以兜底用，但有一类人天天喊着民族主义的口号“入关”，可以称之为傻x</p>
552,三言两语,-1,2003,0,1,https://www.zhihu.com/api/v4/answers/1523925242,<p>当然是好，不过民族主义可不是皇汉主义。</p><p>尤其不是愚蠢的皇汉主义。皇汉里最愚蠢的就是一边骂大清，一边骂印度。</p>
553,C喵骑士C,-1,2702,0,0,https://www.zhihu.com/api/v4/answers/1457608340,"<p>民族主义是什么？</p><p>是你知道一群和你素未蒙面的人在受苦受难后，会好像自己在受苦受难一样难受。</p><p>是你知道一块自己从没去过的地方被割让给外国后，会产生好像自己遭受了莫大损失一样痛苦。</p><p>是你知道敌国占领了一块一毛不拔的荒地后，会义愤填膺地要把那块荒地夺回来。</p><p>是有人拿着大富大贵诱惑你，你却为了一个虚无缥缈的“国家”“民族”而拒绝了。</p><p>等等，诸如此类。</p><p>这就是民族主义。</p><p class=""ztext-empty-paragraph""><br/></p><p>如果把所有人活着的基础定为私利最大，那民族主义是一个很荒诞的东西。</p><p>民族是什么？长什么形状？什么时候产生？有什么意义？……这些可以被后天论证的问题，却在先天难以被理解和接受。</p><p>以及最终的，如果我出卖它能获得最大利益，我为什么不这么做。</p><p>如果我需要付出一切去守护它，我为什么要这么做。</p><p>但偏偏有人不出卖，偏偏有人去守护。</p><p>事实胜于雄辩，足以证明人存活于世的基础，不是，或不仅只是“自私自利。”</p><p class=""ztext-empty-paragraph""><br/></p><p>凡是主义，都会有激烈和缓和的分化。把这点置开不论，只论主义本身，对于当今中国，民族主义有好的一面，有不好的一面。</p><p>要想让民族主义发挥好的一面多余不好的一面，一方面是要让我们民族尽可能多的人有文化，能以史为鉴，在扬优避劣方面达成共识。</p><p>另一方面是在民族主义发扬的同时，还要发扬社会主义思想，朴素的善良正义思想，基于国家利益的现实主义……必须做成大拼盘，各种主义的比例可以不同，但千万不能一家独大。</p><p>如今是危急存亡之秋，外有美帝步步紧逼，内有国内问题频频爆雷，更有历史潮流中的资本主义和社会主义的人类道路对决，百年未有之大变局岂是浪得虚名!</p><p>但我还是重复下教员的那句话，我们民族的前途，较其他民族更光明!</p>"
554,卡拉迦迪斯,1,4861,0,0,https://www.zhihu.com/api/v4/answers/1406115209,<p>不同的答主，对民族主义的定义和范围都是不同的……<br/>结论自然就不同了。</p><p>不限定的讨论一个广义范围很大的概念的影响，最终结果必然是这样没有定论的。<br/>有什么意义呢？</p>
555,本多忠厚,-1,995,0,0,https://www.zhihu.com/api/v4/answers/1415623677,<p>民族主义个嘚啊，特朗普身为美国人，凡事总把美国往好了想，这很正常，这算正常的民族主义。</p><p>我国大部分人一出事凡事都往坏了想，且还不准你往好了想，你往好了想立刻扣你小粉红，嘲笑你不知道人间疾苦。 这哪门子的民族主义？逆向民族主义？</p><p>还有一群人稍微炒下气氛立刻跳坑里，嗷嗷叫得跟那啥似的，基本事实一点不看。 我称之为沙雕民族主义。</p>
556,RachChen,-1,2632,0,0,https://www.zhihu.com/api/v4/answers/1533990765,"<p>民族主义挺好，至少在现在这个历史阶段还是可以的，但狭隘和极端的民族主义会把一个国家带入深渊。狭隘的和极端的民族主义，其实是鼓动人类的情绪，践踏人类良知和道德，已经是背离了健康的民族主义了。</p><p class=""ztext-empty-paragraph""><br/></p><p>民族主义，是发自内心的对同胞的爱，狭隘的民族主义，则是以恨和战来冒充“爱”。</p>"
557,您已被屏蔽,1,189,1,1,https://www.zhihu.com/api/v4/answers/1989092617,<p>世界各地的民族壬到底能不能整出一套互恰的世界观啊 </p><p>别今天我图你我文明，明天你图我你野蛮的就行  </p><p>民族壬天天想在地球OL里玩吃鸡，又不愿意开私服，我只能说很难不退游</p><p>我就想替那些被认祖宗的人问一句，你几把谁啊 </p><p>汉匈冲突你指挥，埃劳战役你在场，蒙古西征你领导是吧？</p><p>本国的P都应该你来R但你R不到，外国的P也该你来R你又R不到，化性焦虑为键动力一周七天一天24小时高强度上网搜索跨国NTR幻想自己被绿，纯纯的绿帽奴</p><p>西特乐还搞搞纯种雅利安人呢，到东特乐这儿就惦记着你内点 Y染色体了。</p><p>捏麻麻的，这几个字母基因分支分化的时候你祖宗们还在西伯利亚一周七天一天二十四小时的赶路呢</p><p>就为了能到你出生的现代国家境内给你生几个祖宗出来</p><p>就等着你钦点什么字母是什么族呢</p><p>直接找个岛，空投全世界的民族壬上去互相图，图剩下的丢颗辐蛋，就算是求图得图了，又快又能满足民族壬的愿望</p>
558,啓月昇,-1,992,0,0,https://www.zhihu.com/api/v4/answers/1425992195,"<p>首先，「民族minzoku」这个词是个<b>和制汉词</b>，是日本人学习西欧北美后<b>用日语的汉字造的词</b>。随后传入中国，成为了一大堆意义不同的词的统一翻译。我们先看看这个词的意义是啥：</p><blockquote>民族（みんぞく）：拥有共同语言、文化，并拥有属于相同群体的意识的人组成的集团。</blockquote><hr/><p>然后看看我们的立国之本，中华民族(nation)的“民族”是什么意思：</p><blockquote>Nation/neɪʃən/(国族)：由单一政府领导的政治上有组织的人民团体。</blockquote><p class=""ztext-empty-paragraph""><br/></p><p>再看看我们所说的民族，比如汉民族(ethnicity)等共56个的“民族”是什么：</p><blockquote>ethnic/eθ&#39;nɪk/　种族</blockquote><p class=""ztext-empty-paragraph""><br/></p><p>为了消除歧义，就把讲黑人白人的词人种拉出来：</p><blockquote>race/reɪs/　人种<br/>Caucasian rece　高加索人种（白种人）<br/>Negro race　尼格罗人种(黑人)<br/>Mongolian race　蒙古利亚人种(黄人)</blockquote><p class=""ztext-empty-paragraph""><br/></p><h2>总的来说，就是中华国族、汉族裔、有很多蒙古利亚人种。但是对于我们东海对岸的日本来说，「民族」这一个词就够他们用了。</h2><p class=""ztext-empty-paragraph""><br/></p><p class=""ztext-empty-paragraph""><br/></p><p class=""ztext-empty-paragraph""><br/></p><p>而我们的立国之本：「民族主义—(细化)→国族主义」这个东西，无论如何都是必不可少的。这个还是推动我们走向下一个时代的利器。</p><p class=""ztext-empty-paragraph""><br/></p><p>但是「(日式)民族主义」，让我们像日本一样北打阿依努南踢琉球，在国内搞种族压迫。像这么想的人有多远爬多远。</p>"
559,草石头,-1,881,0,0,https://www.zhihu.com/api/v4/answers/1415667583,<p>也没听说谁天天嚷嚷着打到美国去，入关也是嘴巴入关，连抢滩登陆的桥段都没见。</p><p>大家不都是因为老美没事撩拨一下而生气嘛。</p><p>天天被欺负，还不想着抱在一起揍别人吗？</p><p>打不过就加入确实有道理，但还有句话叫，舔狗不得好死啊。</p>
560,「已注销」,0,104,0,0,https://www.zhihu.com/api/v4/answers/1412405100,<p>好坏不重要。</p><p>重要的是在逆向民族主义者叫你警惕民族主义的今天，你已经没法让民族主义消失了。</p>
561,知乎用户,1,38,0,0,https://www.zhihu.com/api/v4/answers/2027768150,<p>民族主义是用来自卫的。防守的民族主义才是正道。</p><p>一旦用来进攻，那会造成无边杀孽。</p>
562,kingge,-1,14,0,0,https://www.zhihu.com/api/v4/answers/1853862694,<p>当然是坏处更多，因为落入现实世界，中国只有一种民族主义，那就是逆向民族主义。一群恨国党天天反华反政府，天天在中国人民目前耀武扬威，难不成这还是好事吗？</p>
563,owl,1,86,0,0,https://www.zhihu.com/api/v4/answers/1414748593,<p>无关好坏，和免疫系统一样，也许能搞死人，也有可能救了人。但和免疫系统一样，可都不是平白无故激活的。</p>
564,星星之火,-1,173,0,0,https://www.zhihu.com/api/v4/answers/1420840486,<p> 至于民族主义只要是个国都有，这是凝聚力的基础。</p><p></p>
565,「已注销」,0,11,7,7,https://www.zhihu.com/api/v4/answers/1406132046,<p>？我先一个问号放在这，就觉得很离谱。居然这么多人还在这疯狂输出。</p><p>虽然说的都没毛病，但是恐怕都有二极管的趋势了吧？</p><p>首先，说说民族主义的存在的必然性。</p><p>先说结论:民族主义是必须需要存在的，现阶段是肯定需要的。如果没有民族主义的存在，恐怕对待美帝国主义不会轻松，加上中华民族的一体认同感，以对抗漂亮国的逆流而上，这是时代的必然性。</p><p>这诚然是积极的。</p><p>然而，有的人利用民族主义对内使用，对外立马就怂，他们对国内其他民族进行打压，这明显是违反《宪法》的。各民族平等，是不变的真理，是不容抗拒的事实。作为生活在新疆的汉民族，就很明确的应该各民族平等，友好相处。</p><p>其实四个字就能解决很多的现存问题，那就是:依法治国。</p><p>我一直认为民族主义应该是一个被动技能，而不是主动技能。</p><p>举两个例子，什么叫被动:</p><p>第一，如果不是美帝苦苦相逼，打压我们的生存空间，我们就不至于想要“入关乞活”。因为别人不让我们生存，所以我们就必须报团反抗。</p><p>第二个，就是抗日战争，这是我们的反侵略战争。如果不是有太祖同志高举民族主义的旗帜，进行反抗，组成统一战线，恐怕我们真的要说日语。</p><p>总之，民族主义对民族独立，民族解放还有民族的生存。我认为都是十分重要的。</p><p>那什么叫主动技能？</p><p>说实话，我一直不喜欢曹大佐的入关学，但是嵩子的说法我举一万个手同意！难道入关真的就能分到牛排大豪斯？分配不改，总是不行的。用曹大佐的入关“改善生活”就很离谱。</p><p>再比如德三，他的侵略扩张算不算民族主义的主动技能？比如招核，它算不算民族主义的主动技能？</p><p>说个不算暴论的暴论，我希望我国的领土，在现有法理的支持上（藏南，湾湾等都算在内都是必我们的。）一点儿都不能少，也一点儿都不要去搞扩张，真的大家都能为了实现那一天而奋斗。</p><p>最后其实，不管什么矛盾，性别，群体，民族，种族，宗教的矛盾实质其实都是<b>阶级矛盾。</b></p><p></p><p></p><p></p><p></p>
